ID,Pred
2026_3151_3306,0.940025
2026_3151_3307,0.400588
2026_3151_3308,0.926987
2026_3151_3309,0.975
2026_3151_3310,0.975
2026_3151_3311,0.68228
2026_3151_3312,0.490167
2026_3151_3313,0.817849
2026_3151_3314,0.038162
2026_3151_3315,0.970165
2026_3151_3316,0.940572
2026_3151_3317,0.547518
2026_3151_3318,0.91336
2026_3151_3319,0.85578
2026_3151_3320,0.49029
2026_3151_3321,0.678432
2026_3151_3322,0.743709
2026_3151_3323,0.097177
2026_3151_3324,0.873002
2026_3151_3325,0.461186
2026_3151_3326,0.025
2026_3151_3328,0.037652
2026_3151_3329,0.049498
2026_3151_3330,0.441486
2026_3151_3331,0.689805
2026_3151_3332,0.060866
2026_3151_3333,0.485775
2026_3151_3334,0.842016
2026_3151_3335,0.556081
2026_3151_3336,0.519921
2026_3151_3337,0.642516
2026_3151_3338,0.828141
2026_3151_3339,0.497503
2026_3151_3340,0.952415
2026_3151_3341,0.975
2026_3151_3342,0.975
2026_3151_3343,0.029096
2026_3151_3344,0.656588
2026_3151_3345,0.445754
2026_3151_3346,0.117987
2026_3151_3347,0.517232
2026_3151_3348,0.053357
2026_3151_3349,0.116697
2026_3151_3350,0.100315
2026_3151_3351,0.932585
2026_3151_3352,0.644581
2026_3151_3353,0.80695
2026_3151_3354,0.975
2026_3151_3355,0.041769
2026_3151_3356,0.911368
2026_3151_3357,0.823591
2026_3151_3358,0.714668
2026_3151_3359,0.799982
2026_3151_3360,0.881042
2026_3151_3361,0.179662
2026_3151_3362,0.529727
2026_3151_3363,0.975
2026_3151_3364,0.437764
2026_3151_3365,0.1992
2026_3151_3367,0.958727
2026_3151_3368,0.975
2026_3151_3369,0.816739
2026_3151_3370,0.975
2026_3151_3371,0.307471
2026_3151_3372,0.353502
2026_3151_3373,0.720451
2026_3151_3374,0.781206
2026_3151_3375,0.58731
2026_3151_3376,0.025
2026_3151_3377,0.412866
2026_3151_3378,0.392753
2026_3151_3379,0.695333
2026_3151_3380,0.728514
2026_3151_3381,0.54484
2026_3151_3382,0.673081
2026_3151_3384,0.975
2026_3151_3385,0.258247
2026_3151_3386,0.477788
2026_3151_3387,0.835722
2026_3151_3388,0.771955
2026_3151_3389,0.948451
2026_3151_3390,0.337389
2026_3151_3391,0.473008
2026_3151_3392,0.562787
2026_3151_3393,0.091165
2026_3151_3394,0.960836
2026_3151_3395,0.025
2026_3151_3396,0.60643
2026_3151_3397,0.070711
2026_3151_3398,0.975
2026_3151_3399,0.649163
2026_3151_3400,0.025
2026_3151_3401,0.578296
2026_3151_3402,0.895758
2026_3151_3403,0.087166
2026_3151_3404,0.879148
2026_3151_3405,0.656146
2026_3151_3406,0.675816
2026_3151_3407,0.165105
2026_3151_3408,0.808374
2026_3151_3409,0.351949
2026_3151_3410,0.538358
2026_3151_3411,0.963084
2026_3151_3412,0.822129
2026_3151_3413,0.500585
2026_3151_3414,0.237477
2026_3151_3415,0.880733
2026_3151_3416,0.552324
2026_3151_3417,0.025
2026_3151_3418,0.975
2026_3151_3419,0.557504
2026_3151_3420,0.677946
2026_3151_3421,0.900465
2026_3151_3422,0.838383
2026_3151_3423,0.954275
2026_3151_3424,0.451367
2026_3151_3425,0.155692
2026_3151_3426,0.82911
2026_3151_3427,0.672955
2026_3151_3428,0.438108
2026_3151_3429,0.971877
2026_3151_3430,0.659284
2026_3151_3431,0.810698
2026_3151_3433,0.885931
2026_3151_3434,0.975
2026_3151_3435,0.025
2026_3151_3436,0.169567
2026_3151_3437,0.071587
2026_3151_3438,0.078505
2026_3151_3439,0.100564
2026_3151_3441,0.975
2026_3151_3442,0.170396
2026_3151_3443,0.914275
2026_3151_3444,0.90461
2026_3151_3447,0.911834
2026_3151_3448,0.520938
2026_3151_3449,0.061094
2026_3151_3450,0.858439
2026_3151_3451,0.912253
2026_3151_3452,0.030154
2026_3151_3453,0.266494
2026_3151_3454,0.963392
2026_3151_3455,0.919737
2026_3151_3456,0.626539
2026_3151_3457,0.860444
2026_3151_3458,0.227179
2026_3151_3459,0.716725
2026_3151_3460,0.932976
2026_3151_3461,0.894763
2026_3151_3462,0.838548
2026_3151_3463,0.88513
2026_3151_3464,0.362704
2026_3151_3465,0.25387
2026_3151_3466,0.61323
2026_3151_3467,0.570043
2026_3151_3468,0.975
2026_3151_3469,0.922153
2026_3151_3470,0.791968
2026_3151_3471,0.199341
2026_3151_3472,0.768988
2026_3151_3473,0.247173
2026_3151_3474,0.940468
2026_3151_3475,0.54883
2026_3151_3476,0.867778
2026_3151_3477,0.865566
2026_3151_3478,0.955995
2026_3151_3479,0.870442
2026_3151_3480,0.610624
2026_3151_3481,0.966548
2026_3152_3153,0.186655
2026_3152_3155,0.025
2026_3152_3156,0.025
2026_3152_3157,0.21935
2026_3152_3158,0.025
2026_3152_3159,0.605566
2026_3152_3160,0.025
2026_3152_3161,0.025
2026_3152_3162,0.025
2026_3152_3163,0.025
2026_3152_3164,0.675004
2026_3152_3165,0.403183
2026_3152_3166,0.068428
2026_3152_3167,0.673274
2026_3152_3168,0.063371
2026_3152_3169,0.613892
2026_3152_3170,0.239867
2026_3152_3171,0.402546
2026_3152_3172,0.025
2026_3152_3173,0.098783
2026_3152_3174,0.211737
2026_3152_3175,0.854089
2026_3152_3176,0.552573
2026_3152_3177,0.412682
2026_3152_3178,0.452516
2026_3152_3179,0.231632
2026_3152_3180,0.037641
2026_3152_3181,0.025
2026_3152_3182,0.305824
2026_3152_3183,0.754673
2026_3152_3184,0.025
2026_3152_3185,0.301284
2026_3152_3186,0.305132
2026_3152_3187,0.025
2026_3152_3188,0.432892
2026_3152_3189,0.155905
2026_3152_3190,0.233304
2026_3152_3191,0.408482
2026_3152_3192,0.025
2026_3152_3193,0.025
2026_3152_3194,0.322615
2026_3152_3195,0.246166
2026_3152_3196,0.044642
2026_3152_3197,0.693005
2026_3152_3198,0.091163
2026_3152_3199,0.149639
2026_3152_3200,0.353334
2026_3152_3201,0.175838
2026_3152_3202,0.118182
2026_3152_3203,0.23857
2026_3152_3204,0.025
2026_3152_3205,0.453753
2026_3152_3206,0.025
2026_3152_3207,0.058517
2026_3152_3208,0.025
2026_3152_3209,0.470661
2026_3152_3210,0.084025
2026_3152_3211,0.025
2026_3152_3212,0.470215
2026_3152_3213,0.190539
2026_3152_3214,0.591869
2026_3152_3217,0.049133
2026_3152_3218,0.035666
2026_3152_3219,0.025
2026_3152_3220,0.461405
2026_3152_3221,0.025
2026_3152_3222,0.511799
2026_3152_3223,0.716709
2026_3152_3224,0.025
2026_3152_3225,0.025
2026_3152_3226,0.082421
2026_3152_3227,0.110817
2026_3152_3228,0.025
2026_3152_3229,0.059939
2026_3152_3230,0.411917
2026_3152_3231,0.094248
2026_3152_3232,0.338113
2026_3152_3233,0.12617
2026_3152_3234,0.025
2026_3152_3235,0.025
2026_3152_3236,0.070659
2026_3152_3237,0.353544
2026_3152_3238,0.471777
2026_3152_3239,0.0269
2026_3152_3240,0.356208
2026_3152_3241,0.025
2026_3152_3242,0.047629
2026_3152_3243,0.059038
2026_3152_3244,0.326539
2026_3152_3245,0.235508
2026_3152_3246,0.025
2026_3152_3247,0.077261
2026_3152_3248,0.47639
2026_3152_3249,0.05214
2026_3152_3250,0.15174
2026_3152_3251,0.080401
2026_3152_3252,0.476492
2026_3152_3253,0.798329
2026_3152_3254,0.037398
2026_3152_3255,0.09172
2026_3152_3256,0.025
2026_3152_3257,0.025
2026_3152_3258,0.027594
2026_3152_3259,0.277886
2026_3152_3260,0.237628
2026_3152_3261,0.025
2026_3152_3262,0.734005
2026_3152_3263,0.056273
2026_3152_3264,0.335896
2026_3152_3265,0.385244
2026_3152_3266,0.058419
2026_3152_3267,0.060394
2026_3152_3268,0.025
2026_3152_3269,0.025
2026_3152_3270,0.025
2026_3152_3271,0.119222
2026_3152_3272,0.397818
2026_3152_3273,0.151421
2026_3152_3274,0.025
2026_3152_3275,0.025
2026_3152_3276,0.025
2026_3152_3277,0.025
2026_3152_3278,0.025
2026_3152_3279,0.025
2026_3152_3280,0.025
2026_3152_3281,0.134044
2026_3152_3282,0.687026
2026_3152_3283,0.042085
2026_3152_3284,0.130542
2026_3152_3285,0.365959
2026_3152_3286,0.025
2026_3152_3287,0.136562
2026_3152_3288,0.892066
2026_3152_3290,0.669484
2026_3152_3291,0.142055
2026_3152_3292,0.142261
2026_3152_3293,0.025
2026_3152_3294,0.07605
2026_3152_3295,0.025
2026_3152_3296,0.629605
2026_3152_3297,0.173841
2026_3152_3298,0.025
2026_3152_3299,0.523201
2026_3152_3300,0.763455
2026_3152_3301,0.025
2026_3152_3303,0.875465
2026_3152_3304,0.025
2026_3152_3305,0.446583
2026_3152_3306,0.534178
2026_3152_3307,0.027569
2026_3152_3308,0.625312
2026_3152_3309,0.918834
2026_3152_3310,0.975
2026_3152_3311,0.153092
2026_3152_3312,0.112574
2026_3152_3313,0.258721
2026_3152_3314,0.025
2026_3152_3315,0.752765
2026_3152_3316,0.649002
2026_3152_3317,0.038676
2026_3152_3318,0.647254
2026_3152_3319,0.402699
2026_3152_3320,0.055286
2026_3152_3321,0.173052
2026_3152_3322,0.181983
2026_3152_3323,0.025
2026_3152_3324,0.412079
2026_3152_3325,0.184404
2026_3152_3326,0.025
2026_3152_3328,0.025
2026_3152_3329,0.025
2026_3152_3330,0.085683
2026_3152_3331,0.322622
2026_3152_3332,0.025
2026_3152_3333,0.025
2026_3152_3334,0.435452
2026_3152_3335,0.109404
2026_3152_3336,0.079871
2026_3152_3337,0.10355
2026_3152_3338,0.232355
2026_3152_3339,0.109128
2026_3152_3340,0.726781
2026_3152_3341,0.975
2026_3152_3342,0.975
2026_3152_3343,0.025
2026_3152_3344,0.13511
2026_3152_3345,0.084197
2026_3152_3346,0.025
2026_3152_3347,0.068542
2026_3152_3348,0.025
2026_3152_3349,0.025
2026_3152_3350,0.025
2026_3152_3351,0.699262
2026_3152_3352,0.110517
2026_3152_3353,0.156972
2026_3152_3354,0.944974
2026_3152_3355,0.025
2026_3152_3356,0.517142
2026_3152_3357,0.250085
2026_3152_3358,0.152298
2026_3152_3359,0.318792
2026_3152_3360,0.278735
2026_3152_3361,0.025
2026_3152_3362,0.081553
2026_3152_3363,0.849252
2026_3152_3364,0.11384
2026_3152_3365,0.025
2026_3152_3367,0.721835
2026_3152_3368,0.813715
2026_3152_3369,0.301821
2026_3152_3370,0.791646
2026_3152_3371,0.070838
2026_3152_3372,0.025
2026_3152_3373,0.162003
2026_3152_3374,0.202901
2026_3152_3375,0.185157
2026_3152_3376,0.025
2026_3152_3377,0.035874
2026_3152_3378,0.026926
2026_3152_3379,0.26367
2026_3152_3380,0.102769
2026_3152_3381,0.099979
2026_3152_3382,0.099223
2026_3152_3384,0.899474
2026_3152_3385,0.029113
2026_3152_3386,0.055792
2026_3152_3387,0.155508
2026_3152_3388,0.193049
2026_3152_3389,0.646091
2026_3152_3390,0.025
2026_3152_3391,0.119448
2026_3152_3392,0.140057
2026_3152_3393,0.025
2026_3152_3394,0.790084
2026_3152_3395,0.025
2026_3152_3396,0.162784
2026_3152_3397,0.025
2026_3152_3398,0.765694
2026_3152_3399,0.274327
2026_3152_3400,0.025
2026_3152_3401,0.126778
2026_3152_3402,0.377856
2026_3152_3403,0.025
2026_3152_3404,0.452908
2026_3152_3405,0.083494
2026_3152_3406,0.168527
2026_3152_3407,0.025
2026_3152_3408,0.245915
2026_3152_3409,0.06322
2026_3152_3410,0.107289
2026_3152_3411,0.822914
2026_3152_3412,0.43627
2026_3152_3413,0.093848
2026_3152_3414,0.025
2026_3152_3415,0.442749
2026_3152_3416,0.091676
2026_3152_3417,0.025
2026_3152_3418,0.828106
2026_3152_3419,0.129215
2026_3152_3420,0.144779
2026_3152_3421,0.475351
2026_3152_3422,0.445733
2026_3152_3423,0.750751
2026_3152_3424,0.025
2026_3152_3425,0.025
2026_3152_3426,0.172405
2026_3152_3427,0.052759
2026_3152_3428,0.084501
2026_3152_3429,0.728781
2026_3152_3430,0.15318
2026_3152_3431,0.353466
2026_3152_3433,0.40733
2026_3152_3434,0.958936
2026_3152_3435,0.025
2026_3152_3436,0.025
2026_3152_3437,0.025
2026_3152_3438,0.025
2026_3152_3439,0.025
2026_3152_3441,0.959457
2026_3152_3442,0.025
2026_3152_3443,0.460779
2026_3152_3444,0.481998
2026_3152_3447,0.371009
2026_3152_3448,0.124053
2026_3152_3449,0.025
2026_3152_3450,0.407269
2026_3152_3451,0.547955
2026_3152_3452,0.025
2026_3152_3453,0.025
2026_3152_3454,0.573997
2026_3152_3455,0.567056
2026_3152_3456,0.108554
2026_3152_3457,0.355878
2026_3152_3458,0.079405
2026_3152_3459,0.204038
2026_3152_3460,0.578258
2026_3152_3461,0.283085
2026_3152_3462,0.112233
2026_3152_3463,0.428006
2026_3152_3464,0.025
2026_3152_3465,0.025
2026_3152_3466,0.108869
2026_3152_3467,0.088266
2026_3152_3468,0.975
2026_3152_3469,0.575388
2026_3152_3470,0.221639
2026_3152_3471,0.025
2026_3152_3472,0.282054
2026_3152_3473,0.025
2026_3152_3474,0.481972
2026_3152_3475,0.072071
2026_3152_3476,0.430592
2026_3152_3477,0.431645
2026_3152_3478,0.585922
2026_3152_3479,0.479662
2026_3152_3480,0.127114
2026_3152_3481,0.691064
2026_3153_3155,0.071252
2026_3153_3156,0.115226
2026_3153_3157,0.484574
2026_3153_3158,0.061135
2026_3153_3159,0.860861
2026_3153_3160,0.031101
2026_3153_3161,0.053695
2026_3153_3162,0.096789
2026_3153_3163,0.025
2026_3153_3164,0.957519
2026_3153_3165,0.719712
2026_3153_3166,0.24264
2026_3153_3167,0.878559
2026_3153_3168,0.204002
2026_3153_3169,0.8723
2026_3153_3170,0.68015
2026_3153_3171,0.743615
2026_3153_3172,0.112987
2026_3153_3173,0.228518
2026_3153_3174,0.524361
2026_3153_3175,0.96211
2026_3153_3176,0.713614
2026_3153_3177,0.746401
2026_3153_3178,0.801383
2026_3153_3179,0.614475
2026_3153_3180,0.17008
2026_3153_3181,0.025
2026_3153_3182,0.759492
2026_3153_3183,0.90896
2026_3153_3184,0.085517
2026_3153_3185,0.601306
2026_3153_3186,0.613575
2026_3153_3187,0.071231
2026_3153_3188,0.767058
2026_3153_3189,0.473715
2026_3153_3190,0.704126
2026_3153_3191,0.566008
2026_3153_3192,0.025
2026_3153_3193,0.025
2026_3153_3194,0.627858
2026_3153_3195,0.583805
2026_3153_3196,0.221692
2026_3153_3197,0.890194
2026_3153_3198,0.196559
2026_3153_3199,0.369593
2026_3153_3200,0.706929
2026_3153_3201,0.487293
2026_3153_3202,0.521255
2026_3153_3203,0.359039
2026_3153_3204,0.113084
2026_3153_3205,0.747634
2026_3153_3206,0.084452
2026_3153_3207,0.301848
2026_3153_3208,0.035763
2026_3153_3209,0.619228
2026_3153_3210,0.409652
2026_3153_3211,0.028093
2026_3153_3212,0.942449
2026_3153_3213,0.707918
2026_3153_3214,0.775675
2026_3153_3217,0.2338
2026_3153_3218,0.193066
2026_3153_3219,0.031615
2026_3153_3220,0.890054
2026_3153_3221,0.149041
2026_3153_3222,0.816372
2026_3153_3223,0.903366
2026_3153_3224,0.111355
2026_3153_3225,0.032818
2026_3153_3226,0.213898
2026_3153_3227,0.477254
2026_3153_3228,0.030115
2026_3153_3229,0.16611
2026_3153_3230,0.555422
2026_3153_3231,0.28719
2026_3153_3232,0.599103
2026_3153_3233,0.435294
2026_3153_3234,0.025
2026_3153_3235,0.025
2026_3153_3236,0.214271
2026_3153_3237,0.513002
2026_3153_3238,0.876749
2026_3153_3239,0.066745
2026_3153_3240,0.666062
2026_3153_3241,0.025
2026_3153_3242,0.149016
2026_3153_3243,0.181972
2026_3153_3244,0.752276
2026_3153_3245,0.39893
2026_3153_3246,0.025
2026_3153_3247,0.229106
2026_3153_3248,0.626115
2026_3153_3249,0.226897
2026_3153_3250,0.392486
2026_3153_3251,0.48452
2026_3153_3252,0.82823
2026_3153_3253,0.932841
2026_3153_3254,0.281982
2026_3153_3255,0.218878
2026_3153_3256,0.077914
2026_3153_3257,0.025
2026_3153_3258,0.123394
2026_3153_3259,0.549325
2026_3153_3260,0.585705
2026_3153_3261,0.025
2026_3153_3262,0.883859
2026_3153_3263,0.144799
2026_3153_3264,0.829895
2026_3153_3265,0.686149
2026_3153_3266,0.191989
2026_3153_3267,0.158543
2026_3153_3268,0.025
2026_3153_3269,0.062481
2026_3153_3270,0.051206
2026_3153_3271,0.771517
2026_3153_3272,0.709705
2026_3153_3273,0.41859
2026_3153_3274,0.233284
2026_3153_3275,0.046509
2026_3153_3276,0.025
2026_3153_3277,0.025
2026_3153_3278,0.025
2026_3153_3279,0.025
2026_3153_3280,0.057546
2026_3153_3281,0.296482
2026_3153_3282,0.88272
2026_3153_3283,0.131569
2026_3153_3284,0.350611
2026_3153_3285,0.697134
2026_3153_3286,0.071087
2026_3153_3287,0.350693
2026_3153_3288,0.956518
2026_3153_3290,0.920448
2026_3153_3291,0.518251
2026_3153_3292,0.300018
2026_3153_3293,0.025
2026_3153_3294,0.261026
2026_3153_3295,0.025638
2026_3153_3296,0.836916
2026_3153_3297,0.329227
2026_3153_3298,0.168946
2026_3153_3299,0.82885
2026_3153_3300,0.947572
2026_3153_3301,0.028042
2026_3153_3303,0.93847
2026_3153_3304,0.029752
2026_3153_3305,0.744466
2026_3153_3306,0.880944
2026_3153_3307,0.132938
2026_3153_3308,0.840864
2026_3153_3309,0.955763
2026_3153_3310,0.975
2026_3153_3311,0.519843
2026_3153_3312,0.292283
2026_3153_3313,0.877051
2026_3153_3314,0.025
2026_3153_3315,0.875402
2026_3153_3316,0.869736
2026_3153_3317,0.395849
2026_3153_3318,0.807949
2026_3153_3319,0.658866
2026_3153_3320,0.204584
2026_3153_3321,0.578978
2026_3153_3322,0.67652
2026_3153_3323,0.025
2026_3153_3324,0.659805
2026_3153_3325,0.254481
2026_3153_3326,0.025
2026_3153_3328,0.025
2026_3153_3329,0.025
2026_3153_3330,0.253365
2026_3153_3331,0.422508
2026_3153_3332,0.030614
2026_3153_3333,0.131873
2026_3153_3334,0.691483
2026_3153_3335,0.327066
2026_3153_3336,0.324554
2026_3153_3337,0.286253
2026_3153_3338,0.647131
2026_3153_3339,0.317795
2026_3153_3340,0.898088
2026_3153_3341,0.975
2026_3153_3342,0.975
2026_3153_3343,0.025
2026_3153_3344,0.39236
2026_3153_3345,0.455855
2026_3153_3346,0.044954
2026_3153_3347,0.404786
2026_3153_3348,0.025
2026_3153_3349,0.050126
2026_3153_3350,0.037756
2026_3153_3351,0.894022
2026_3153_3352,0.257358
2026_3153_3353,0.589575
2026_3153_3354,0.975
2026_3153_3355,0.025
2026_3153_3356,0.730731
2026_3153_3357,0.696158
2026_3153_3358,0.380072
2026_3153_3359,0.70463
2026_3153_3360,0.701641
2026_3153_3361,0.100931
2026_3153_3362,0.356193
2026_3153_3363,0.940246
2026_3153_3364,0.251535
2026_3153_3365,0.054348
2026_3153_3367,0.936826
2026_3153_3368,0.923764
2026_3153_3369,0.69016
2026_3153_3370,0.951079
2026_3153_3371,0.181622
2026_3153_3372,0.04972
2026_3153_3373,0.451531
2026_3153_3374,0.594038
2026_3153_3375,0.405539
2026_3153_3376,0.025
2026_3153_3377,0.128346
2026_3153_3378,0.141234
2026_3153_3379,0.387334
2026_3153_3380,0.587078
2026_3153_3381,0.272932
2026_3153_3382,0.329083
2026_3153_3384,0.975
2026_3153_3385,0.071457
2026_3153_3386,0.123471
2026_3153_3387,0.375454
2026_3153_3388,0.51379
2026_3153_3389,0.867105
2026_3153_3390,0.149071
2026_3153_3391,0.237058
2026_3153_3392,0.568475
2026_3153_3393,0.029426
2026_3153_3394,0.922016
2026_3153_3395,0.025
2026_3153_3396,0.379814
2026_3153_3397,0.118399
2026_3153_3398,0.873827
2026_3153_3399,0.560797
2026_3153_3400,0.025
2026_3153_3401,0.373497
2026_3153_3402,0.68472
2026_3153_3403,0.025
2026_3153_3404,0.678888
2026_3153_3405,0.408746
2026_3153_3406,0.514002
2026_3153_3407,0.040659
2026_3153_3408,0.50597
2026_3153_3409,0.198425
2026_3153_3410,0.317115
2026_3153_3411,0.949114
2026_3153_3412,0.600718
2026_3153_3413,0.21391
2026_3153_3414,0.057592
2026_3153_3415,0.801859
2026_3153_3416,0.533199
2026_3153_3417,0.025
2026_3153_3418,0.927832
2026_3153_3419,0.347388
2026_3153_3420,0.562196
2026_3153_3421,0.903834
2026_3153_3422,0.783468
2026_3153_3423,0.838305
2026_3153_3424,0.207985
2026_3153_3425,0.074747
2026_3153_3426,0.43822
2026_3153_3427,0.317511
2026_3153_3428,0.231147
2026_3153_3429,0.882994
2026_3153_3430,0.503471
2026_3153_3431,0.527445
2026_3153_3433,0.657006
2026_3153_3434,0.975
2026_3153_3435,0.025
2026_3153_3436,0.047895
2026_3153_3437,0.038264
2026_3153_3438,0.047183
2026_3153_3439,0.025
2026_3153_3441,0.975
2026_3153_3442,0.038964
2026_3153_3443,0.681176
2026_3153_3444,0.820918
2026_3153_3447,0.773639
2026_3153_3448,0.342838
2026_3153_3449,0.033652
2026_3153_3450,0.725065
2026_3153_3451,0.805828
2026_3153_3452,0.025
2026_3153_3453,0.085878
2026_3153_3454,0.808732
2026_3153_3455,0.792022
2026_3153_3456,0.33383
2026_3153_3457,0.447886
2026_3153_3458,0.311256
2026_3153_3459,0.617576
2026_3153_3460,0.846099
2026_3153_3461,0.627873
2026_3153_3462,0.531023
2026_3153_3463,0.748891
2026_3153_3464,0.108551
2026_3153_3465,0.043545
2026_3153_3466,0.459896
2026_3153_3467,0.404798
2026_3153_3468,0.975
2026_3153_3469,0.780455
2026_3153_3470,0.392067
2026_3153_3471,0.04485
2026_3153_3472,0.549044
2026_3153_3473,0.06436
2026_3153_3474,0.779914
2026_3153_3475,0.31528
2026_3153_3476,0.784606
2026_3153_3477,0.633143
2026_3153_3478,0.858043
2026_3153_3479,0.723636
2026_3153_3480,0.265606
2026_3153_3481,0.923914
2026_3155_3156,0.824664
2026_3155_3157,0.930579
2026_3155_3158,0.695307
2026_3155_3159,0.975
2026_3155_3160,0.667047
2026_3155_3161,0.538638
2026_3155_3162,0.814659
2026_3155_3163,0.025
2026_3155_3164,0.975
2026_3155_3165,0.975
2026_3155_3166,0.859109
2026_3155_3167,0.975
2026_3155_3168,0.874915
2026_3155_3169,0.975
2026_3155_3170,0.944188
2026_3155_3171,0.975
2026_3155_3172,0.72359
2026_3155_3173,0.840166
2026_3155_3174,0.95795
2026_3155_3175,0.975
2026_3155_3176,0.975
2026_3155_3177,0.975
2026_3155_3178,0.975
2026_3155_3179,0.911003
2026_3155_3180,0.792132
2026_3155_3181,0.199961
2026_3155_3182,0.975
2026_3155_3183,0.975
2026_3155_3184,0.659656
2026_3155_3185,0.959685
2026_3155_3186,0.96316
2026_3155_3187,0.728277
2026_3155_3188,0.95698
2026_3155_3189,0.937408
2026_3155_3190,0.964461
2026_3155_3191,0.947315
2026_3155_3192,0.766678
2026_3155_3193,0.332763
2026_3155_3194,0.971787
2026_3155_3195,0.970155
2026_3155_3196,0.783351
2026_3155_3197,0.975
2026_3155_3198,0.797709
2026_3155_3199,0.928896
2026_3155_3200,0.975
2026_3155_3201,0.933132
2026_3155_3202,0.931321
2026_3155_3203,0.912135
2026_3155_3204,0.648993
2026_3155_3205,0.975
2026_3155_3206,0.606421
2026_3155_3207,0.909132
2026_3155_3208,0.280767
2026_3155_3209,0.975
2026_3155_3210,0.925297
2026_3155_3211,0.793086
2026_3155_3212,0.975
2026_3155_3213,0.94885
2026_3155_3214,0.975
2026_3155_3217,0.872188
2026_3155_3218,0.882745
2026_3155_3219,0.776111
2026_3155_3220,0.975
2026_3155_3221,0.93562
2026_3155_3222,0.975
2026_3155_3223,0.975
2026_3155_3224,0.843218
2026_3155_3225,0.612421
2026_3155_3226,0.813398
2026_3155_3227,0.919437
2026_3155_3228,0.362139
2026_3155_3229,0.716403
2026_3155_3230,0.975
2026_3155_3231,0.80174
2026_3155_3232,0.975
2026_3155_3233,0.89977
2026_3155_3234,0.262054
2026_3155_3235,0.469952
2026_3155_3236,0.865783
2026_3155_3237,0.967685
2026_3155_3238,0.975
2026_3155_3239,0.945945
2026_3155_3240,0.949322
2026_3155_3241,0.688511
2026_3155_3242,0.775125
2026_3155_3243,0.758085
2026_3155_3244,0.970894
2026_3155_3245,0.938322
2026_3155_3246,0.273401
2026_3155_3247,0.846278
2026_3155_3248,0.975
2026_3155_3249,0.815282
2026_3155_3250,0.889261
2026_3155_3251,0.941534
2026_3155_3252,0.975
2026_3155_3253,0.975
2026_3155_3254,0.835409
2026_3155_3255,0.921081
2026_3155_3256,0.67476
2026_3155_3257,0.201285
2026_3155_3258,0.861439
2026_3155_3259,0.975
2026_3155_3260,0.959105
2026_3155_3261,0.098513
2026_3155_3262,0.975
2026_3155_3263,0.746956
2026_3155_3264,0.975
2026_3155_3265,0.975
2026_3155_3266,0.757903
2026_3155_3267,0.768368
2026_3155_3268,0.326666
2026_3155_3269,0.651837
2026_3155_3270,0.515509
2026_3155_3271,0.970325
2026_3155_3272,0.975
2026_3155_3273,0.902836
2026_3155_3274,0.746035
2026_3155_3275,0.647942
2026_3155_3276,0.132322
2026_3155_3277,0.228321
2026_3155_3278,0.391216
2026_3155_3279,0.237632
2026_3155_3280,0.581976
2026_3155_3281,0.811868
2026_3155_3282,0.975
2026_3155_3283,0.913741
2026_3155_3284,0.845875
2026_3155_3285,0.975
2026_3155_3286,0.609603
2026_3155_3287,0.908563
2026_3155_3288,0.975
2026_3155_3290,0.975
2026_3155_3291,0.942394
2026_3155_3292,0.868693
2026_3155_3293,0.283246
2026_3155_3294,0.874155
2026_3155_3295,0.509362
2026_3155_3296,0.975
2026_3155_3297,0.925189
2026_3155_3298,0.832348
2026_3155_3299,0.975
2026_3155_3300,0.975
2026_3155_3301,0.454773
2026_3155_3303,0.975
2026_3155_3304,0.601563
2026_3155_3305,0.975
2026_3155_3306,0.975
2026_3155_3307,0.711093
2026_3155_3308,0.975
2026_3155_3309,0.975
2026_3155_3310,0.975
2026_3155_3311,0.967312
2026_3155_3312,0.871284
2026_3155_3313,0.974242
2026_3155_3314,0.320984
2026_3155_3315,0.975
2026_3155_3316,0.975
2026_3155_3317,0.873687
2026_3155_3318,0.975
2026_3155_3319,0.975
2026_3155_3320,0.917139
2026_3155_3321,0.975
2026_3155_3322,0.967789
2026_3155_3323,0.275053
2026_3155_3324,0.975
2026_3155_3325,0.848343
2026_3155_3326,0.180042
2026_3155_3328,0.187379
2026_3155_3329,0.354819
2026_3155_3330,0.878035
2026_3155_3331,0.94238
2026_3155_3332,0.406767
2026_3155_3333,0.808058
2026_3155_3334,0.975
2026_3155_3335,0.905802
2026_3155_3336,0.912033
2026_3155_3337,0.910782
2026_3155_3338,0.975
2026_3155_3339,0.843054
2026_3155_3340,0.975
2026_3155_3341,0.975
2026_3155_3342,0.975
2026_3155_3343,0.197681
2026_3155_3344,0.902135
2026_3155_3345,0.894845
2026_3155_3346,0.526338
2026_3155_3347,0.942191
2026_3155_3348,0.363036
2026_3155_3349,0.458692
2026_3155_3350,0.56511
2026_3155_3351,0.975
2026_3155_3352,0.886938
2026_3155_3353,0.975
2026_3155_3354,0.975
2026_3155_3355,0.680739
2026_3155_3356,0.975
2026_3155_3357,0.972943
2026_3155_3358,0.945372
2026_3155_3359,0.975
2026_3155_3360,0.975
2026_3155_3361,0.593673
2026_3155_3362,0.920767
2026_3155_3363,0.975
2026_3155_3364,0.846039
2026_3155_3365,0.590206
2026_3155_3367,0.975
2026_3155_3368,0.975
2026_3155_3369,0.960106
2026_3155_3370,0.975
2026_3155_3371,0.776499
2026_3155_3372,0.917423
2026_3155_3373,0.935316
2026_3155_3374,0.975
